,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,,
Name,green_10,green_20,green_30,green_40,green_50,green_60,green_70,green_80,green_90,green_100
Date,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015,09/03/2015
Time,11:31am,11:32am,11:32am,11:32am,11:32am,11:33am,11:33am,11:33am,11:33am,11:33am
T_int [ms],6817,3891,2676,2116,1689,1481,1280,1000,1000,920
503 nm,2.29802E-05,4.30246E-05,6.39008E-05,8.30420E-05,1.01984E-04,1.19773E-04,1.38208E-04,1.59799E-04,1.77848E-04,1.98655E-04
504 nm,2.45427E-05,4.56638E-05,6.85701E-05,8.99682E-05,1.12162E-04,1.30628E-04,1.50457E-04,1.73432E-04,1.94526E-04,2.16497E-04
505 nm,2.62031E-05,5.04139E-05,7.51044E-05,9.79773E-05,1.20077E-04,1.39945E-04,1.64052E-04,1.88725E-04,2.09883E-04,2.37163E-04
506 nm,2.79563E-05,5.26402E-05,8.04119E-05,1.05075E-04,1.29311E-04,1.49822E-04,1.75037E-04,2.02892E-04,2.27263E-04,2.52859E-04
507 nm,3.01272E-05,5.73491E-05,8.53809E-05,1.12226E-04,1.39272E-04,1.62012E-04,1.85761E-04,2.15137E-04,2.40240E-04,2.70595E-04
508 nm,3.24034E-05,6.06252E-05,9.13865E-05,1.19689E-04,1.48993E-04,1.73105E-04,1.99553E-04,2.27963E-04,2.57795E-04,2.86287E-04
509 nm,3.41814E-05,6.47093E-05,9.65598E-05,1.26789E-04,1.56827E-04,1.81187E-04,2.08349E-04,2.41480E-04,2.72743E-04,3.00719E-04
510 nm,3.51360E-05,6.67806E-05,1.01966E-04,1.33148E-04,1.63962E-04,1.89310E-04,2.22085E-04,2.54092E-04,2.84243E-04,3.17727E-04
511 nm,3.70372E-05,7.07941E-05,1.04662E-04,1.37089E-04,1.73587E-04,1.97951E-04,2.28419E-04,2.64603E-04,2.97612E-04,3.31587E-04
512 nm,3.85248E-05,7.33345E-05,1.08163E-04,1.40161E-04,1.75587E-04,2.03952E-04,2.38069E-04,2.73813E-04,3.07836E-04,3.40775E-04
513 nm,3.93115E-05,7.48898E-05,1.12534E-04,1.45802E-04,1.78983E-04,2.09650E-04,2.45004E-04,2.80829E-04,3.18622E-04,3.48718E-04
514 nm,4.05671E-05,7.62047E-05,1.14656E-04,1.49156E-04,1.87015E-04,2.14120E-04,2.47996E-04,2.87533E-04,3.20193E-04,3.55306E-04
515 nm,4.08913E-05,7.83700E-05,1.18138E-04,1.51567E-04,1.85841E-04,2.17416E-04,2.53106E-04,2.91358E-04,3.26139E-04,3.62653E-04
516 nm,4.03046E-05,7.82600E-05,1.17571E-04,1.53810E-04,1.89320E-04,2.19101E-04,2.55659E-04,2.94335E-04,3.29448E-04,3.70988E-04
517 nm,4.17846E-05,7.91348E-05,1.19518E-04,1.53207E-04,1.91381E-04,2.23459E-04,2.59276E-04,2.96159E-04,3.33842E-04,3.72411E-04
518 nm,4.16870E-05,7.93162E-05,1.18195E-04,1.52672E-04,1.91616E-04,2.24124E-04,2.59321E-04,2.96222E-04,3.31432E-04,3.71698E-04
519 nm,4.11697E-05,7.94603E-05,1.17715E-04,1.53722E-04,1.88600E-04,2.21520E-04,2.57225E-04,2.97324E-04,3.32371E-04,3.67274E-04
520 nm,4.06443E-05,7.70731E-05,1.18794E-04,1.52441E-04,1.88411E-04,2.19382E-04,2.50236E-04,2.92201E-04,3.26532E-04,3.65554E-04
521 nm,4.03023E-05,7.67513E-05,1.15606E-04,1.48127E-04,1.83657E-04,2.15670E-04,2.50758E-04,2.82464E-04,3.20323E-04,3.57979E-04
522 nm,3.87838E-05,7.45595E-05,1.12264E-04,1.44952E-04,1.80458E-04,2.09676E-04,2.44638E-04,2.79006E-04,3.12335E-04,3.48568E-04
523 nm,3.74728E-05,7.15867E-05,1.08382E-04,1.40441E-04,1.74809E-04,2.03345E-04,2.34120E-04,2.69310E-04,3.03284E-04,3.38558E-04
524 nm,3.65699E-05,6.90408E-05,1.04934E-04,1.36165E-04,1.68003E-04,1.96729E-04,2.27424E-04,2.60099E-04,2.94106E-04,3.26545E-04
525 nm,3.54710E-05,6.61871E-05,9.91396E-05,1.29358E-04,1.62333E-04,1.89086E-04,2.18881E-04,2.50055E-04,2.80425E-04,3.15093E-04
526 nm,3.35443E-05,6.41356E-05,9.62626E-05,1.25248E-04,1.53262E-04,1.82085E-04,2.09501E-04,2.39185E-04,2.70936E-04,3.01546E-04
527 nm,3.19335E-05,6.09190E-05,9.14076E-05,1.18901E-04,1.48240E-04,1.70565E-04,1.99309E-04,2.29561E-04,2.56024E-04,2.87928E-04
528 nm,3.06266E-05,5.81119E-05,8.75185E-05,1.12174E-04,1.41613E-04,1.63863E-04,1.91183E-04,2.18369E-04,2.46205E-04,2.74707E-04
529 nm,2.91868E-05,5.56787E-05,8.40122E-05,1.07464E-04,1.32064E-04,1.56339E-04,1.79187E-04,2.08930E-04,2.33035E-04,2.61776E-04
530 nm,2.76211E-05,5.21390E-05,7.85733E-05,1.03277E-04,1.29200E-04,1.49051E-04,1.71858E-04,1.97443E-04,2.24335E-04,2.48467E-04
531 nm,2.62757E-05,5.09312E-05,7.52608E-05,9.81356E-05,1.23382E-04,1.43571E-04,1.64590E-04,1.89631E-04,2.11797E-04,2.36571E-04
532 nm,2.53733E-05,4.79477E-05,7.29719E-05,9.34491E-05,1.17023E-04,1.34661E-04,1.58425E-04,1.81762E-04,2.03352E-04,2.30291E-04
533 nm,2.41578E-05,4.60420E-05,6.81841E-05,8.89563E-05,1.10245E-04,1.29341E-04,1.48965E-04,1.72327E-04,1.92992E-04,2.18211E-04
534 nm,2.29845E-05,4.38826E-05,6.53900E-05,8.48695E-05,1.05268E-04,1.22993E-04,1.43072E-04,1.62765E-04,1.85321E-04,2.07833E-04
535 nm,2.16585E-05,4.17460E-05,6.30592E-05,8.11391E-05,1.01648E-04,1.17129E-04,1.36352E-04,1.56250E-04,1.74890E-04,1.96766E-04
536 nm,2.06952E-05,3.97085E-05,5.92646E-05,7.54270E-05,9.54499E-05,1.12778E-04,1.30389E-04,1.47666E-04,1.66867E-04,1.86506E-04
537 nm,1.93379E-05,3.73581E-05,5.58142E-05,7.26751E-05,9.10546E-05,1.05808E-04,1.23245E-04,1.39944E-04,1.58102E-04,1.75505E-04
538 nm,1.84723E-05,3.44745E-05,5.36630E-05,6.85799E-05,8.72038E-05,9.89252E-05,1.14958E-04,1.33640E-04,1.50183E-04,1.68350E-04
539 nm,1.74071E-05,3.39348E-05,5.08096E-05,6.48159E-05,8.14569E-05,9.33994E-05,1.07855E-04,1.23433E-04,1.41035E-04,1.57284E-04
540 nm,1.70968E-05,3.16580E-05,4.69074E-05,6.10703E-05,7.53069E-05,8.86600E-05,1.01855E-04,1.17929E-04,1.32969E-04,1.50378E-04
541 nm,1.52842E-05,2.91013E-05,4.38284E-05,5.68530E-05,7.17013E-05,8.28064E-05,9.67788E-05,1.10526E-04,1.25484E-04,1.38390E-04
542 nm,1.46175E-05,2.74332E-05,4.08736E-05,5.29193E-05,6.63815E-05,7.75047E-05,8.91472E-05,1.03689E-04,1.16820E-04,1.29703E-04
543 nm,1.38088E-05,2.57644E-05,3.85613E-05,5.03755E-05,6.25942E-05,7.40075E-05,8.55579E-05,9.59129E-05,1.10375E-04,1.23093E-04
544 nm,1.31635E-05,2.39121E-05,3.51299E-05,4.70887E-05,5.88390E-05,6.67611E-05,7.91998E-05,9.23160E-05,1.02806E-04,1.13418E-04
545 nm,1.18146E-05,2.28667E-05,3.44597E-05,4.32980E-05,5.51735E-05,6.42368E-05,7.33240E-05,8.47537E-05,9.64035E-05,1.07494E-04
546 nm,1.11849E-05,2.10406E-05,3.17358E-05,4.13037E-05,5.19969E-05,6.04407E-05,6.93849E-05,8.02631E-05,9.04729E-05,1.00144E-04
547 nm,1.05509E-05,1.99269E-05,2.96215E-05,3.88010E-05,4.88129E-05,5.66379E-05,6.52307E-05,7.47786E-05,8.63331E-05,9.42813E-05
548 nm,9.85312E-06,1.90483E-05,2.84872E-05,3.63521E-05,4.44076E-05,5.30259E-05,6.19641E-05,7.03391E-05,7.87849E-05,8.99301E-05
549 nm,9.13927E-06,1.70733E-05,2.63543E-05,3.31317E-05,4.20931E-05,4.99310E-05,5.73917E-05,6.54891E-05,7.58869E-05,8.24677E-05
550 nm,9.03229E-06,1.67353E-05,2.45854E-05,3.22998E-05,4.07903E-05,4.59486E-05,5.37429E-05,6.17588E-05,6.87614E-05,7.73004E-05
551 nm,7.90930E-06,1.54499E-05,2.30949E-05,2.97972E-05,3.79125E-05,4.32246E-05,5.02778E-05,5.86516E-05,6.57168E-05,7.31985E-05
552 nm,7.51219E-06,1.50813E-05,2.14736E-05,2.78111E-05,3.61038E-05,4.06608E-05,4.76803E-05,5.40879E-05,6.11982E-05,6.78167E-05
553 nm,6.83643E-06,1.34588E-05,2.15582E-05,2.58215E-05,3.36629E-05,3.88334E-05,4.39676E-05,5.05856E-05,5.78593E-05,6.36508E-05
554 nm,6.71714E-06,1.22004E-05,1.93436E-05,2.44343E-05,2.99671E-05,3.68795E-05,4.23996E-05,4.67560E-05,5.32243E-05,6.03178E-05
555 nm,6.05906E-06,1.14696E-05,1.74437E-05,2.24178E-05,2.86794E-05,3.36955E-05,3.78489E-05,4.39110E-05,5.06466E-05,5.46486E-05
556 nm,5.68006E-06,1.11609E-05,1.62858E-05,2.10701E-05,2.66212E-05,3.15043E-05,3.62596E-05,4.07485E-05,4.66864E-05,5.26311E-05
557 nm,5.41507E-06,1.07954E-05,1.51620E-05,1.94028E-05,2.50057E-05,2.91821E-05,3.38553E-05,3.83782E-05,4.40198E-05,4.89158E-05
558 nm,5.48848E-06,9.83350E-06,1.37209E-05,1.84058E-05,2.30227E-05,2.77151E-05,3.14926E-05,3.54739E-05,3.96772E-05,4.69155E-05
559 nm,4.67032E-06,8.56941E-06,1.32222E-05,1.75035E-05,2.16861E-05,2.50920E-05,2.87910E-05,3.38478E-05,3.80470E-05,4.32113E-05
560 nm,4.67629E-06,8.78192E-06,1.21914E-05,1.60799E-05,1.96296E-05,2.45785E-05,2.77440E-05,3.11970E-05,3.52936E-05,3.97641E-05
561 nm,4.04382E-06,7.85385E-06,1.23881E-05,1.55797E-05,1.85346E-05,2.22914E-05,2.62542E-05,2.93362E-05,3.37342E-05,3.75053E-05
562 nm,3.99373E-06,7.46982E-06,1.10184E-05,1.44656E-05,1.92813E-05,2.14700E-05,2.38268E-05,2.78804E-05,3.15774E-05,3.65851E-05
563 nm,3.73218E-06,6.46770E-06,1.07095E-05,1.35584E-05,1.74156E-05,1.96436E-05,2.30767E-05,2.74006E-05,2.80898E-05,3.35118E-05
564 nm,3.55965E-06,6.53801E-06,8.99943E-06,1.21403E-05,1.50872E-05,1.84647E-05,2.10134E-05,2.50589E-05,2.75209E-05,3.21409E-05
565 nm,3.47922E-06,5.89463E-06,8.71006E-06,1.20829E-05,1.39097E-05,1.73381E-05,2.00774E-05,2.30941E-05,2.57507E-05,2.94329E-05
566 nm,3.07530E-06,5.66800E-06,8.31246E-06,1.10840E-05,1.32001E-05,1.61804E-05,1.83620E-05,2.04334E-05,2.37013E-05,2.55995E-05
567 nm,2.90255E-06,5.46612E-06,7.28490E-06,1.07068E-05,1.27179E-05,1.42091E-05,1.70059E-05,1.95691E-05,2.34451E-05,2.56498E-05
568 nm,2.82125E-06,5.04080E-06,7.53324E-06,9.85064E-06,1.19225E-05,1.42163E-05,1.69928E-05,1.84286E-05,2.14805E-05,2.38005E-05
569 nm,2.84518E-06,5.00735E-06,6.94925E-06,8.86307E-06,1.09753E-05,1.37538E-05,1.49085E-05,1.74135E-05,1.97853E-05,2.20004E-05
570 nm,2.47587E-06,4.10191E-06,6.22839E-06,8.47689E-06,9.91764E-06,1.27720E-05,1.40603E-05,1.68588E-05,1.87167E-05,1.99757E-05
571 nm,2.12888E-06,4.49952E-06,6.29875E-06,7.45093E-06,1.01303E-05,1.10557E-05,1.28283E-05,1.46318E-05,1.66641E-05,1.89560E-05
572 nm,2.32908E-06,3.59697E-06,5.59160E-06,7.43430E-06,8.97778E-06,1.05913E-05,1.09204E-05,1.40462E-05,1.55735E-05,1.77828E-05
573 nm,1.72624E-06,3.00186E-06,5.22042E-06,6.92048E-06,8.58555E-06,9.85253E-06,1.12501E-05,1.31764E-05,1.54107E-05,1.61178E-05
574 nm,1.71197E-06,3.05769E-06,4.44951E-06,6.48617E-06,7.01229E-06,9.59204E-06,1.01798E-05,1.15336E-05,1.43574E-05,1.56620E-05
575 nm,1.48784E-06,2.81789E-06,4.99077E-06,5.75913E-06,6.76465E-06,8.63040E-06,1.00608E-05,1.21846E-05,1.28518E-05,1.47741E-05
576 nm,1.88388E-06,2.60974E-06,3.91173E-06,5.31556E-06,7.14252E-06,8.21713E-06,9.36229E-06,1.14141E-05,1.22759E-05,1.24880E-05
577 nm,1.44185E-06,2.49817E-06,5.06411E-06,5.70220E-06,6.94337E-06,7.22461E-06,9.24224E-06,1.05811E-05,1.15955E-05,1.28765E-05
578 nm,1.51426E-06,2.23669E-06,3.81870E-06,5.15814E-06,5.39835E-06,7.37989E-06,8.13430E-06,8.72022E-06,1.08267E-05,1.12298E-05
579 nm,1.22240E-06,2.57794E-06,3.29007E-06,4.76337E-06,6.12407E-06,6.32291E-06,7.68664E-06,7.97868E-06,1.04768E-05,1.05660E-05
580 nm,1.43586E-06,2.00866E-06,3.20195E-06,3.92138E-06,5.39284E-06,5.84432E-06,6.42726E-06,7.40893E-06,9.97887E-06,9.66078E-06
581 nm,8.99371E-07,1.61473E-06,2.68986E-06,4.89302E-06,5.82024E-06,5.72174E-06,6.28327E-06,6.99109E-06,8.55947E-06,9.23500E-06
582 nm,1.19558E-06,2.08548E-06,2.73377E-06,3.74104E-06,4.36489E-06,5.56531E-06,6.59319E-06,7.27063E-06,8.26764E-06,9.26590E-06
583 nm,9.68708E-07,1.87468E-06,2.49817E-06,3.74977E-06,4.09519E-06,6.36117E-06,5.57650E-06,7.42215E-06,8.50224E-06,8.45257E-06
584 nm,1.09277E-06,1.36521E-06,3.02493E-06,3.45532E-06,4.16669E-06,4.92606E-06,6.09860E-06,6.25255E-06,6.60763E-06,8.49745E-06
585 nm,4.94143E-07,1.71659E-06,2.47577E-06,2.95164E-06,3.43208E-06,4.74454E-06,5.31095E-06,6.16317E-06,7.00128E-06,7.52645E-06
586 nm,3.97030E-07,1.32763E-06,2.44425E-06,2.59440E-06,3.71877E-06,4.20338E-06,4.53199E-06,5.55608E-06,6.80440E-06,7.12935E-06
587 nm,6.89470E-07,1.75065E-06,1.60991E-06,2.38070E-06,3.15008E-06,4.33293E-06,4.50006E-06,5.14837E-06,5.58954E-06,6.06533E-06
588 nm,5.11692E-07,1.59790E-06,1.78269E-06,2.26279E-06,3.48781E-06,3.43189E-06,4.62699E-06,5.50810E-06,5.40795E-06,6.54984E-06
589 nm,6.60766E-07,1.65035E-06,1.16400E-06,2.46508E-06,2.92133E-06,3.63654E-06,3.43860E-06,3.83397E-06,5.51630E-06,5.87958E-06
590 nm,5.22455E-07,1.35202E-06,2.03888E-06,2.35084E-06,2.24135E-06,3.53518E-06,3.04732E-06,3.17079E-06,4.38805E-06,3.68104E-06
591 nm,6.21618E-07,9.50487E-07,1.02597E-06,1.88526E-06,2.37649E-06,3.70564E-06,2.92847E-06,3.44784E-06,3.99770E-06,4.34833E-06
592 nm,4.18324E-07,8.21511E-07,9.05761E-07,2.01166E-06,1.46333E-06,3.21903E-06,3.34335E-06,3.70185E-06,4.04634E-06,3.81590E-06
593 nm,7.11722E-07,1.32671E-06,1.45888E-06,1.74164E-06,1.86865E-06,2.85171E-06,3.14410E-06,3.98804E-06,3.63807E-06,3.97261E-06
594 nm,6.90666E-07,1.39217E-06,1.05306E-06,1.95829E-06,2.44672E-06,2.58888E-06,2.84047E-06,3.41969E-06,2.80977E-06,2.89987E-06
595 nm,8.16055E-07,5.03516E-07,9.92937E-07,1.28973E-06,2.22719E-06,1.28949E-06,2.91658E-06,2.84214E-06,3.30468E-06,4.16143E-06
596 nm,2.18947E-07,1.03224E-06,9.55335E-07,1.62774E-06,1.51381E-06,1.61646E-06,2.26610E-06,3.27737E-06,3.19641E-06,3.02211E-06
597 nm,5.28591E-07,5.38053E-07,1.34791E-06,1.24651E-06,1.59971E-06,1.79080E-06,1.74017E-06,3.15520E-06,3.78634E-06,3.66906E-06
598 nm,1.19421E-07,1.00063E-06,9.21284E-07,1.33252E-06,2.36125E-06,1.75945E-06,1.48356E-06,2.65442E-06,2.10589E-06,2.31982E-06
599 nm,3.84040E-07,6.26362E-07,9.62893E-07,1.44993E-06,1.78402E-06,1.96670E-06,2.04057E-06,2.14514E-06,2.36303E-06,2.11869E-06
600 nm,4.14897E-08,4.86559E-07,4.86972E-07,1.04282E-06,1.17042E-06,2.12927E-06,1.94481E-06,2.19575E-06,2.42098E-06,3.32249E-06
601 nm,2.01456E-07,5.33495E-07,9.64565E-07,9.67352E-07,1.81125E-06,1.62938E-06,2.06163E-06,1.34851E-06,2.41179E-06,1.88783E-06
602 nm,1.73693E-07,7.67099E-07,1.43235E-06,4.39924E-07,9.84742E-07,9.83750E-07,1.98984E-06,2.66811E-06,1.53448E-06,2.11052E-06
603 nm,3.96426E-07,6.49072E-07,8.15111E-07,1.18867E-06,1.30283E-06,1.49609E-06,1.19512E-06,2.16797E-06,2.22436E-06,2.18972E-06
604 nm,4.65969E-07,4.96123E-07,1.45997E-07,1.43772E-06,7.92703E-07,2.29912E-06,1.34414E-06,1.37342E-06,1.38841E-06,2.29111E-06
605 nm,2.72736E-07,2.42149E-07,1.04832E-06,9.03423E-07,1.74681E-06,1.18430E-06,2.25062E-06,2.32856E-06,1.42148E-06,1.95519E-06
606 nm,3.02277E-07,8.12692E-07,5.27398E-07,6.05621E-07,6.91209E-07,7.29366E-07,7.47867E-07,1.71867E-06,1.78202E-06,2.09122E-06
607 nm,0.00000E+00,2.96497E-07,0.00000E+00,8.80369E-07,7.86514E-07,8.06897E-07,6.72267E-07,1.21271E-06,1.01677E-06,1.75683E-06
608 nm,4.10812E-07,4.74954E-07,4.38698E-07,7.85802E-07,1.18473E-06,4.61504E-07,8.56765E-07,1.36681E-06,9.57108E-07,2.20205E-06
609 nm,2.85586E-07,4.58655E-07,6.00321E-07,1.38547E-06,2.17482E-07,1.40364E-06,8.02060E-07,7.17296E-07,8.79545E-07,1.60974E-06
610 nm,4.36999E-07,7.28077E-07,6.95327E-07,6.48407E-07,1.77041E-07,5.59311E-07,9.30558E-07,1.94645E-06,1.89515E-06,1.97287E-06
611 nm,3.69237E-07,4.52589E-07,2.26179E-07,2.86355E-07,4.55125E-07,9.28548E-08,6.89005E-07,2.01234E-06,1.22521E-06,1.72457E-06
612 nm,3.01206E-08,9.74087E-07,8.86970E-07,2.73237E-07,1.04488E-06,5.62621E-07,8.53519E-07,1.34500E-06,1.32009E-06,1.40257E-06
613 nm,1.28164E-07,1.70305E-07,1.68395E-07,1.25773E-06,3.08821E-07,9.02111E-07,9.54731E-07,1.13021E-06,1.20752E-06,4.40397E-07
614 nm,2.45684E-07,1.10035E-07,2.03456E-08,2.69583E-08,7.35681E-07,4.67446E-07,1.05722E-06,1.12379E-06,1.74459E-06,8.53393E-07
615 nm,1.85146E-07,5.24696E-07,4.43707E-07,1.01664E-06,5.53670E-08,1.53093E-06,6.46000E-07,4.36269E-07,1.19200E-06,1.27104E-06
616 nm,1.72127E-07,3.46185E-07,4.88419E-07,5.79064E-08,7.35381E-07,6.04366E-07,6.28732E-07,7.34752E-07,6.70457E-07,4.02492E-07
617 nm,8.31279E-08,0.00000E+00,1.72994E-08,8.31639E-07,1.07173E-07,0.00000E+00,1.32038E-06,6.26953E-07,1.49296E-06,1.32337E-06
618 nm,3.38696E-07,3.53857E-07,5.96302E-07,2.20227E-07,1.48647E-07,5.60089E-07,5.94865E-07,1.74105E-07,2.02388E-07,7.59385E-07
619 nm,2.51051E-07,5.62697E-07,2.14422E-07,4.24127E-07,6.30332E-07,3.41326E-07,4.70747E-07,1.21515E-06,8.34197E-07,1.19750E-06
620 nm,5.42898E-08,2.30503E-07,5.19326E-07,2.27297E-07,2.86362E-07,3.81176E-07,5.36901E-07,9.57447E-07,1.46604E-06,7.69234E-08
621 nm,6.12691E-08,0.00000E+00,7.46879E-07,5.29141E-07,6.71036E-07,5.35998E-07,1.18794E-06,9.21874E-07,1.57333E-06,8.74318E-07
622 nm,4.52739E-07,3.70945E-07,1.13771E-08,9.50699E-07,3.40993E-07,0.00000E+00,0.00000E+00,1.43032E-07,7.53280E-07,2.60239E-08
623 nm,4.19627E-07,1.58735E-07,9.47680E-08,1.15466E-07,5.32611E-08,1.98761E-07,4.16558E-07,1.67042E-07,1.53239E-07,5.48612E-07
624 nm,1.39792E-07,4.58087E-07,7.34590E-07,5.38571E-07,4.04043E-07,5.96920E-07,1.10675E-07,6.60910E-07,1.36020E-06,1.08781E-06
625 nm,0.00000E+00,1.49586E-07,7.83965E-07,4.68577E-07,1.01926E-06,7.88003E-07,7.56822E-07,9.28815E-07,6.28114E-07,7.61101E-07
626 nm,3.65538E-09,1.97054E-08,4.62391E-07,0.00000E+00,1.28207E-06,4.81339E-08,1.25806E-06,5.14592E-07,0.00000E+00,4.17722E-07
627 nm,2.99824E-08,4.57052E-08,0.00000E+00,1.96465E-07,4.57411E-08,1.43502E-08,9.05728E-07,1.14812E-06,9.15343E-07,1.24797E-06
628 nm,2.49155E-07,4.51115E-07,2.70981E-08,2.69258E-07,5.23010E-07,5.32959E-08,6.32482E-07,9.32322E-08,9.37782E-07,1.74185E-08
629 nm,0.00000E+00,9.50267E-08,1.39370E-07,6.46083E-07,6.06334E-07,1.71410E-08,2.42678E-07,6.55287E-07,1.14935E-07,8.90618E-07
630 nm,3.65969E-07,3.62884E-07,3.70853E-08,5.90354E-07,4.65656E-07,1.12547E-06,5.41503E-07,8.92710E-07,1.06365E-06,1.17664E-07
631 nm,1.11178E-07,2.55769E-07,1.65376E-08,3.42627E-07,6.77092E-07,0.00000E+00,0.00000E+00,5.50297E-07,4.02654E-07,8.85531E-07
632 nm,8.07778E-08,9.63670E-08,5.62339E-07,1.66237E-07,2.51820E-07,8.58927E-07,2.24780E-07,2.10441E-08,3.87786E-07,9.59242E-08
633 nm,6.04680E-08,2.51035E-07,1.91953E-07,1.84092E-07,0.00000E+00,6.78867E-07,7.04926E-07,7.40706E-07,7.99443E-07,8.46735E-07
634 nm,2.32530E-07,0.00000E+00,6.55790E-07,5.86198E-07,0.00000E+00,1.18299E-07,8.85920E-08,3.86778E-07,5.28340E-07,1.06303E-06
635 nm,4.55469E-09,3.90624E-07,2.73710E-07,9.58436E-09,7.53194E-07,7.51858E-07,0.00000E+00,0.00000E+00,6.40819E-07,7.86007E-07
636 nm,2.46761E-07,9.32881E-08,0.00000E+00,3.52020E-07,7.87805E-07,2.74317E-07,7.87702E-07,4.45633E-07,0.00000E+00,5.77828E-07
637 nm,5.77263E-08,3.79935E-07,3.56896E-07,2.00653E-07,1.65906E-07,5.38500E-07,4.42415E-07,0.00000E+00,0.00000E+00,2.70584E-08
638 nm,2.00413E-07,8.72350E-08,2.60220E-07,5.52728E-07,1.24914E-08,1.96896E-07,0.00000E+00,4.30018E-07,8.37837E-07,1.09199E-07
639 nm,2.67913E-07,3.87701E-07,0.00000E+00,2.15283E-07,1.64415E-07,3.60261E-07,5.52414E-07,5.43355E-07,3.30984E-07,0.00000E+00
640 nm,7.24701E-08,3.44106E-09,5.47061E-07,0.00000E+00,7.31484E-08,3.22271E-07,3.20801E-07,0.00000E+00,2.24743E-07,9.90276E-09
641 nm,4.04678E-08,3.05295E-07,2.47400E-07,5.89901E-08,5.79788E-07,6.02929E-07,2.07367E-07,1.22055E-08,0.00000E+00,6.30580E-07
642 nm,2.39460E-07,1.03259E-07,3.63715E-07,3.55491E-09,8.18784E-07,8.12778E-07,2.62482E-07,0.00000E+00,6.84317E-07,5.54331E-07
643 nm,3.93611E-07,7.48878E-08,2.29413E-07,7.61583E-08,4.92353E-07,2.32676E-07,7.67839E-07,2.96685E-08,5.97756E-07,0.00000E+00
644 nm,9.03906E-08,0.00000E+00,5.44475E-07,3.15074E-07,1.56358E-08,1.97401E-07,4.32526E-07,2.53532E-07,0.00000E+00,5.26550E-07
645 nm,0.00000E+00,5.11006E-08,1.53462E-07,5.65974E-09,3.37245E-08,5.10685E-07,4.48931E-08,3.41816E-07,7.97403E-07,8.69562E-08
646 nm,1.58277E-07,0.00000E+00,6.27888E-08,1.92091E-07,2.72093E-07,0.00000E+00,4.08314E-07,6.85721E-08,5.46193E-07,8.93888E-07
647 nm,3.61222E-07,1.16990E-07,3.34734E-08,0.00000E+00,7.24702E-07,2.50413E-07,7.64934E-07,7.74314E-08,3.02720E-07,7.37284E-07
648 nm,3.21412E-08,6.06308E-09,1.63403E-07,4.13478E-07,5.70530E-07,3.48322E-08,2.56459E-07,8.36787E-08,0.00000E+00,8.91111E-07
649 nm,1.95505E-09,1.43699E-07,1.23721E-07,3.65089E-07,0.00000E+00,8.85320E-09,1.90866E-07,1.60884E-07,8.64317E-07,5.54363E-07
650 nm,1.04273E-08,3.82073E-07,0.00000E+00,4.16274E-07,8.42044E-09,0.00000E+00,8.93745E-07,5.43439E-08,2.81241E-07,6.85426E-08
651 nm,1.98474E-07,2.71196E-07,1.06527E-08,6.01492E-07,6.25744E-07,2.16541E-07,2.27258E-07,4.74808E-07,1.66159E-07,3.99210E-07
652 nm,5.22986E-08,2.04973E-07,0.00000E+00,1.33470E-07,3.42263E-07,0.00000E+00,2.94294E-07,2.97857E-07,1.42096E-07,1.24013E-06
653 nm,3.00665E-09,0.00000E+00,3.19732E-07,3.13924E-07,1.44445E-07,8.24860E-07,4.50202E-07,7.12745E-09,1.90950E-07,2.25717E-07
654 nm,2.42272E-07,1.01931E-08,3.91663E-07,9.50174E-08,1.04104E-06,0.00000E+00,0.00000E+00,9.27874E-07,3.74833E-07,8.35114E-09
655 nm,9.58425E-08,0.00000E+00,2.43099E-07,3.80992E-07,6.93905E-07,7.38776E-08,2.48593E-07,3.68235E-07,3.13548E-07,0.00000E+00
656 nm,2.42887E-07,0.00000E+00,4.64302E-08,3.78349E-07,8.01434E-08,1.95036E-08,2.23665E-08,2.12019E-07,8.64771E-07,1.02105E-07
657 nm,1.68099E-08,1.70900E-09,2.80766E-07,3.29416E-08,1.75099E-08,0.00000E+00,7.35360E-07,2.02816E-07,3.81710E-07,1.59331E-08
658 nm,5.25612E-09,1.44673E-08,4.84908E-08,1.01201E-07,5.76445E-08,7.02732E-07,2.77703E-08,1.58477E-06,1.35181E-07,6.43537E-08
659 nm,6.75124E-09,1.93661E-08,1.14825E-07,4.71085E-07,2.87484E-07,4.23828E-07,5.17879E-07,1.71930E-07,6.54069E-07,6.05340E-07
660 nm,0.00000E+00,2.31154E-07,6.53252E-08,0.00000E+00,0.00000E+00,2.27261E-07,0.00000E+00,5.14769E-07,3.57886E-07,3.73725E-07
661 nm,3.04714E-07,1.30939E-08,4.23189E-07,2.82988E-07,5.65402E-07,8.28889E-08,1.15386E-07,9.51637E-08,5.50914E-07,8.86781E-09
662 nm,0.00000E+00,3.98341E-07,1.20689E-07,2.37968E-07,1.27772E-07,2.68561E-07,7.60958E-07,1.66923E-07,4.12807E-07,3.35282E-07
663 nm,1.57161E-07,0.00000E+00,1.28818E-07,5.59794E-08,1.13119E-08,0.00000E+00,3.41055E-07,0.00000E+00,2.68175E-07,7.89631E-07
