,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Name,100,90,80,70,60,50,40,30,20,10,0,n10,n20,n30,n40,n50,n60,n70,n80,n90,n100
Date,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014,10/01/2014
Time,11:42am,11:45am,11:46am,11:47am,11:47am,11:48am,11:49am,11:50am,11:50am,11:51am,11:51am,11:52am,11:52am,11:53am,11:54am,11:55am,11:55am,11:56am,11:57am,11:59am,12:00pm
T_int [ms],244,253,274,286,305,321,339,358,383,410,437,476,513,572,637,705,824,976,1000,1463,1974
438 nm,3.53764E-04,3.37971E-04,3.20176E-04,3.04521E-04,2.92396E-04,2.73187E-04,2.59577E-04,2.43576E-04,2.25180E-04,2.11175E-04,1.98972E-04,1.84722E-04,1.69994E-04,1.52117E-04,1.37110E-04,1.22022E-04,1.05078E-04,8.95069E-05,7.49247E-05,5.71993E-05,4.21019E-05
439 nm,4.08181E-04,3.93066E-04,3.71667E-04,3.55833E-04,3.38951E-04,3.16050E-04,2.99725E-04,2.80794E-04,2.62070E-04,2.44178E-04,2.30595E-04,2.13285E-04,1.96535E-04,1.75806E-04,1.59729E-04,1.41290E-04,1.20883E-04,1.04137E-04,8.68418E-05,6.57003E-05,4.90008E-05
440 nm,4.71934E-04,4.52160E-04,4.27012E-04,4.08694E-04,3.87424E-04,3.63981E-04,3.44271E-04,3.24285E-04,3.00039E-04,2.80709E-04,2.65494E-04,2.45110E-04,2.24653E-04,2.01352E-04,1.82326E-04,1.61496E-04,1.39337E-04,1.18897E-04,9.99386E-05,7.56285E-05,5.59015E-05
441 nm,5.37446E-04,5.13908E-04,4.89452E-04,4.64982E-04,4.43060E-04,4.15764E-04,3.93908E-04,3.69739E-04,3.43722E-04,3.21138E-04,3.02329E-04,2.80899E-04,2.55753E-04,2.31143E-04,2.08507E-04,1.84885E-04,1.58837E-04,1.35653E-04,1.13098E-04,8.65273E-05,6.40038E-05
442 nm,6.09793E-04,5.83299E-04,5.53130E-04,5.30394E-04,5.02699E-04,4.71108E-04,4.44389E-04,4.17505E-04,3.88453E-04,3.63233E-04,3.42230E-04,3.17388E-04,2.90873E-04,2.59847E-04,2.34913E-04,2.09174E-04,1.79987E-04,1.52974E-04,1.28253E-04,9.73471E-05,7.21721E-05
443 nm,6.83655E-04,6.55935E-04,6.19216E-04,5.91614E-04,5.60503E-04,5.26400E-04,4.97068E-04,4.69627E-04,4.36489E-04,4.07015E-04,3.84092E-04,3.55547E-04,3.25616E-04,2.92427E-04,2.62915E-04,2.34393E-04,2.01525E-04,1.71765E-04,1.43628E-04,1.09989E-04,8.10638E-05
444 nm,7.70740E-04,7.36928E-04,6.99663E-04,6.67642E-04,6.32476E-04,5.93128E-04,5.61290E-04,5.26439E-04,4.91425E-04,4.55920E-04,4.33797E-04,3.99429E-04,3.68419E-04,3.29295E-04,2.96988E-04,2.64240E-04,2.27575E-04,1.94095E-04,1.61530E-04,1.24061E-04,9.16448E-05
445 nm,8.59601E-04,8.24040E-04,7.78951E-04,7.42316E-04,7.03157E-04,6.62206E-04,6.27366E-04,5.86897E-04,5.48372E-04,5.10633E-04,4.83052E-04,4.46547E-04,4.08791E-04,3.67082E-04,3.31267E-04,2.94596E-04,2.52533E-04,2.16357E-04,1.79783E-04,1.38078E-04,1.01808E-04
446 nm,9.52261E-04,9.10954E-04,8.64019E-04,8.23308E-04,7.85664E-04,7.36719E-04,6.96302E-04,6.54823E-04,6.08605E-04,5.66603E-04,5.36255E-04,4.95208E-04,4.53724E-04,4.06974E-04,3.67392E-04,3.26120E-04,2.80630E-04,2.39261E-04,2.00157E-04,1.52796E-04,1.12510E-04
447 nm,1.04917E-03,1.00656E-03,9.55791E-04,9.12079E-04,8.64940E-04,8.09692E-04,7.64162E-04,7.20139E-04,6.70252E-04,6.24174E-04,5.91798E-04,5.45958E-04,5.01560E-04,4.49684E-04,4.04168E-04,3.60250E-04,3.10064E-04,2.64878E-04,2.20321E-04,1.69392E-04,1.25291E-04
448 nm,1.14310E-03,1.09833E-03,1.03809E-03,9.92430E-04,9.45471E-04,8.84691E-04,8.36902E-04,7.86919E-04,7.31712E-04,6.82194E-04,6.44701E-04,5.95585E-04,5.47169E-04,4.90064E-04,4.41368E-04,3.92944E-04,3.37927E-04,2.88595E-04,2.41312E-04,1.84621E-04,1.35655E-04
449 nm,1.24903E-03,1.19786E-03,1.13600E-03,1.08481E-03,1.03009E-03,9.66108E-04,9.11784E-04,8.57817E-04,7.97847E-04,7.41274E-04,7.03269E-04,6.49524E-04,5.96761E-04,5.35069E-04,4.81594E-04,4.28950E-04,3.68228E-04,3.15028E-04,2.61901E-04,2.00958E-04,1.48552E-04
450 nm,1.35188E-03,1.29540E-03,1.22595E-03,1.17077E-03,1.11575E-03,1.04401E-03,9.86934E-04,9.29471E-04,8.63439E-04,8.05417E-04,7.60370E-04,7.02445E-04,6.44083E-04,5.77682E-04,5.21400E-04,4.63650E-04,3.97748E-04,3.40106E-04,2.84046E-04,2.17665E-04,1.60605E-04
451 nm,1.44894E-03,1.38951E-03,1.31430E-03,1.25546E-03,1.19616E-03,1.12424E-03,1.05825E-03,9.95012E-04,9.26594E-04,8.61300E-04,8.15855E-04,7.53885E-04,6.92303E-04,6.19032E-04,5.58863E-04,4.95512E-04,4.27067E-04,3.64583E-04,3.04889E-04,2.33059E-04,1.72587E-04
452 nm,1.54091E-03,1.47818E-03,1.40001E-03,1.33520E-03,1.27103E-03,1.19178E-03,1.12537E-03,1.05955E-03,9.83625E-04,9.15185E-04,8.65729E-04,8.01630E-04,7.37082E-04,6.57639E-04,5.92578E-04,5.28037E-04,4.53053E-04,3.87934E-04,3.23899E-04,2.47136E-04,1.83078E-04
453 nm,1.62077E-03,1.54871E-03,1.46693E-03,1.39541E-03,1.33444E-03,1.24779E-03,1.18023E-03,1.10787E-03,1.03152E-03,9.63504E-04,9.07719E-04,8.39575E-04,7.70001E-04,6.89703E-04,6.22720E-04,5.52955E-04,4.76662E-04,4.05633E-04,3.39318E-04,2.59653E-04,1.91759E-04
454 nm,1.68779E-03,1.61626E-03,1.53027E-03,1.45992E-03,1.38783E-03,1.30297E-03,1.23211E-03,1.15783E-03,1.07715E-03,1.00409E-03,9.47288E-04,8.77409E-04,8.06432E-04,7.20610E-04,6.50005E-04,5.75934E-04,4.96119E-04,4.23988E-04,3.53383E-04,2.71321E-04,2.00779E-04
455 nm,1.73636E-03,1.66152E-03,1.57715E-03,1.50293E-03,1.42845E-03,1.34138E-03,1.26658E-03,1.18999E-03,1.10702E-03,1.03202E-03,9.77516E-04,9.01594E-04,8.28588E-04,7.41728E-04,6.68690E-04,5.95171E-04,5.11001E-04,4.36469E-04,3.65014E-04,2.78971E-04,2.06809E-04
456 nm,1.77064E-03,1.69937E-03,1.60523E-03,1.53628E-03,1.45719E-03,1.36456E-03,1.29245E-03,1.21532E-03,1.12912E-03,1.05173E-03,9.95894E-04,9.21511E-04,8.43602E-04,7.56493E-04,6.80959E-04,6.07394E-04,5.20807E-04,4.44573E-04,3.71580E-04,2.83989E-04,2.10611E-04
457 nm,1.78711E-03,1.70355E-03,1.61939E-03,1.54729E-03,1.46596E-03,1.37112E-03,1.29619E-03,1.22376E-03,1.13688E-03,1.05757E-03,1.00089E-03,9.24289E-04,8.48713E-04,7.63500E-04,6.85714E-04,6.10088E-04,5.24873E-04,4.48346E-04,3.73906E-04,2.86637E-04,2.12410E-04
458 nm,1.76314E-03,1.69186E-03,1.59986E-03,1.53036E-03,1.45345E-03,1.36288E-03,1.28446E-03,1.20889E-03,1.12715E-03,1.04711E-03,9.92998E-04,9.17374E-04,8.42466E-04,7.53733E-04,6.81105E-04,6.04965E-04,5.19627E-04,4.44369E-04,3.71543E-04,2.83454E-04,2.09958E-04
459 nm,1.73285E-03,1.65728E-03,1.56828E-03,1.50214E-03,1.42363E-03,1.33714E-03,1.26017E-03,1.18877E-03,1.10340E-03,1.03006E-03,9.73627E-04,8.99654E-04,8.26804E-04,7.41022E-04,6.66876E-04,5.93325E-04,5.09539E-04,4.35178E-04,3.63240E-04,2.78976E-04,2.06087E-04
460 nm,1.67400E-03,1.60117E-03,1.51339E-03,1.44494E-03,1.37342E-03,1.28992E-03,1.21547E-03,1.14373E-03,1.06360E-03,9.92987E-04,9.39166E-04,8.68035E-04,7.94556E-04,7.14347E-04,6.43095E-04,5.70991E-04,4.91373E-04,4.19992E-04,3.50384E-04,2.68244E-04,1.98311E-04
461 nm,1.60118E-03,1.53168E-03,1.45145E-03,1.38373E-03,1.31661E-03,1.23243E-03,1.16450E-03,1.09617E-03,1.02134E-03,9.49422E-04,8.99408E-04,8.30181E-04,7.63871E-04,6.82770E-04,6.15245E-04,5.48405E-04,4.71099E-04,4.02149E-04,3.35529E-04,2.56621E-04,1.90299E-04
462 nm,1.51600E-03,1.44996E-03,1.37307E-03,1.31042E-03,1.24462E-03,1.16351E-03,1.10160E-03,1.03871E-03,9.64123E-04,8.97147E-04,8.48767E-04,7.86513E-04,7.23285E-04,6.46101E-04,5.83219E-04,5.18419E-04,4.44607E-04,3.80626E-04,3.18174E-04,2.42490E-04,1.79345E-04
463 nm,1.41667E-03,1.35192E-03,1.28235E-03,1.21990E-03,1.16566E-03,1.08815E-03,1.03175E-03,9.70282E-04,9.01685E-04,8.40758E-04,7.97674E-04,7.34357E-04,6.75284E-04,6.05143E-04,5.44421E-04,4.84335E-04,4.16740E-04,3.55743E-04,2.96217E-04,2.26621E-04,1.67071E-04
464 nm,1.30505E-03,1.24575E-03,1.18197E-03,1.12766E-03,1.07127E-03,1.00400E-03,9.48176E-04,8.92284E-04,8.27839E-04,7.71643E-04,7.31677E-04,6.76059E-04,6.21276E-04,5.56828E-04,5.01605E-04,4.45642E-04,3.82824E-04,3.26927E-04,2.72161E-04,2.08295E-04,1.53756E-04
465 nm,1.18413E-03,1.13381E-03,1.07390E-03,1.02372E-03,9.71860E-04,9.13994E-04,8.63543E-04,8.12204E-04,7.53348E-04,7.02813E-04,6.64482E-04,6.15177E-04,5.66665E-04,5.07018E-04,4.56321E-04,4.05876E-04,3.48288E-04,2.96465E-04,2.47590E-04,1.89348E-04,1.39749E-04
466 nm,1.07224E-03,1.02937E-03,9.70310E-04,9.27868E-04,8.83485E-04,8.28309E-04,7.81847E-04,7.34304E-04,6.83668E-04,6.36423E-04,6.03092E-04,5.58639E-04,5.10650E-04,4.58007E-04,4.12114E-04,3.67447E-04,3.14934E-04,2.68606E-04,2.24571E-04,1.70906E-04,1.26299E-04
467 nm,9.67927E-04,9.28273E-04,8.79740E-04,8.37390E-04,7.93892E-04,7.45143E-04,7.04292E-04,6.64057E-04,6.16214E-04,5.73953E-04,5.44838E-04,5.02728E-04,4.60715E-04,4.11983E-04,3.72364E-04,3.31288E-04,2.83150E-04,2.42685E-04,2.01433E-04,1.53773E-04,1.13092E-04
468 nm,8.67483E-04,8.29092E-04,7.87275E-04,7.49514E-04,7.12053E-04,6.66610E-04,6.31121E-04,5.93204E-04,5.49422E-04,5.13960E-04,4.87376E-04,4.51405E-04,4.12032E-04,3.70616E-04,3.33656E-04,2.96673E-04,2.54272E-04,2.16759E-04,1.80516E-04,1.37421E-04,1.01056E-04
469 nm,7.76958E-04,7.41587E-04,7.02733E-04,6.72787E-04,6.38236E-04,5.97627E-04,5.65602E-04,5.31340E-04,4.92713E-04,4.60497E-04,4.36924E-04,4.02252E-04,3.69249E-04,3.29859E-04,2.97931E-04,2.65227E-04,2.27747E-04,1.93884E-04,1.61493E-04,1.22667E-04,8.97651E-05
470 nm,6.93004E-04,6.62948E-04,6.27578E-04,5.97073E-04,5.68101E-04,5.33332E-04,5.03280E-04,4.73763E-04,4.38150E-04,4.09550E-04,3.88840E-04,3.56967E-04,3.29302E-04,2.95286E-04,2.64963E-04,2.35920E-04,2.01884E-04,1.72973E-04,1.43959E-04,1.09328E-04,7.92733E-05
471 nm,6.17385E-04,5.89031E-04,5.59644E-04,5.34710E-04,5.06406E-04,4.75738E-04,4.48159E-04,4.19436E-04,3.93610E-04,3.65888E-04,3.45766E-04,3.19335E-04,2.92973E-04,2.63188E-04,2.37861E-04,2.09372E-04,1.79963E-04,1.53784E-04,1.27692E-04,9.66653E-05,7.08919E-05
472 nm,5.52530E-04,5.25909E-04,4.97229E-04,4.75056E-04,4.54343E-04,4.24883E-04,3.99790E-04,3.77510E-04,3.50909E-04,3.26948E-04,3.08808E-04,2.86385E-04,2.62567E-04,2.34824E-04,2.10872E-04,1.87584E-04,1.60824E-04,1.37229E-04,1.14109E-04,8.62328E-05,6.32205E-05
473 nm,4.88809E-04,4.70083E-04,4.43053E-04,4.24312E-04,4.03165E-04,3.76639E-04,3.57598E-04,3.36347E-04,3.11829E-04,2.89285E-04,2.75571E-04,2.54555E-04,2.33966E-04,2.08860E-04,1.87679E-04,1.66878E-04,1.42717E-04,1.22619E-04,1.01477E-04,7.66197E-05,5.64992E-05
474 nm,4.36379E-04,4.17513E-04,3.95914E-04,3.78171E-04,3.59159E-04,3.34604E-04,3.17231E-04,2.98124E-04,2.76555E-04,2.58358E-04,2.45281E-04,2.25870E-04,2.07212E-04,1.85805E-04,1.67191E-04,1.48461E-04,1.27103E-04,1.08584E-04,8.98719E-05,6.81649E-05,4.99298E-05
475 nm,3.86424E-04,3.69872E-04,3.52872E-04,3.34084E-04,3.18801E-04,2.99138E-04,2.82146E-04,2.64843E-04,2.46949E-04,2.30002E-04,2.17928E-04,2.00927E-04,1.85139E-04,1.64881E-04,1.48645E-04,1.31913E-04,1.13206E-04,9.68708E-05,7.99314E-05,6.06165E-05,4.45483E-05
476 nm,3.43454E-04,3.29825E-04,3.12324E-04,2.98728E-04,2.83027E-04,2.66139E-04,2.50770E-04,2.35917E-04,2.18179E-04,2.02788E-04,1.93251E-04,1.77376E-04,1.64070E-04,1.46409E-04,1.31403E-04,1.17478E-04,1.00121E-04,8.61762E-05,7.04281E-05,5.39064E-05,3.92971E-05
477 nm,3.02633E-04,2.89613E-04,2.74502E-04,2.60325E-04,2.48386E-04,2.33669E-04,2.20270E-04,2.06719E-04,1.93749E-04,1.79635E-04,1.70613E-04,1.57837E-04,1.43693E-04,1.29262E-04,1.16297E-04,1.03186E-04,8.82564E-05,7.51828E-05,6.31035E-05,4.76254E-05,3.47862E-05
478 nm,2.68281E-04,2.56220E-04,2.42954E-04,2.31766E-04,2.20598E-04,2.06707E-04,1.96014E-04,1.83494E-04,1.70952E-04,1.58208E-04,1.51202E-04,1.39156E-04,1.27817E-04,1.14344E-04,1.02918E-04,9.14104E-05,7.84092E-05,6.72264E-05,5.56879E-05,4.23737E-05,3.10608E-05
479 nm,2.36822E-04,2.25867E-04,2.13862E-04,2.04022E-04,1.94191E-04,1.81174E-04,1.71510E-04,1.61519E-04,1.50456E-04,1.39947E-04,1.32582E-04,1.22102E-04,1.12159E-04,1.00029E-04,9.08012E-05,8.11400E-05,6.91489E-05,5.87662E-05,4.89376E-05,3.66840E-05,2.72776E-05
480 nm,2.06891E-04,1.97963E-04,1.88165E-04,1.78384E-04,1.70568E-04,1.59759E-04,1.49522E-04,1.41108E-04,1.31454E-04,1.22520E-04,1.15837E-04,1.07810E-04,9.86086E-05,8.80697E-05,7.89437E-05,7.07330E-05,6.03626E-05,5.22886E-05,4.30385E-05,3.24757E-05,2.40891E-05
481 nm,1.83336E-04,1.73950E-04,1.65212E-04,1.57755E-04,1.49633E-04,1.40072E-04,1.32438E-04,1.25028E-04,1.16746E-04,1.08180E-04,1.02423E-04,9.42038E-05,8.71049E-05,7.83391E-05,7.03612E-05,6.21097E-05,5.34251E-05,4.54383E-05,3.81616E-05,2.87813E-05,2.12921E-05
482 nm,1.62897E-04,1.54993E-04,1.47512E-04,1.38972E-04,1.33561E-04,1.24283E-04,1.18228E-04,1.10935E-04,1.02324E-04,9.56058E-05,9.15415E-05,8.47526E-05,7.64920E-05,6.93186E-05,6.25524E-05,5.56408E-05,4.71782E-05,4.08137E-05,3.36410E-05,2.57176E-05,1.89538E-05
483 nm,1.45483E-04,1.38898E-04,1.32112E-04,1.24762E-04,1.18620E-04,1.11689E-04,1.05002E-04,9.89479E-05,9.20967E-05,8.71028E-05,8.14820E-05,7.55631E-05,6.95000E-05,6.17189E-05,5.62511E-05,4.93758E-05,4.27629E-05,3.63518E-05,3.03695E-05,2.30117E-05,1.68574E-05
484 nm,1.34128E-04,1.27296E-04,1.22159E-04,1.15688E-04,1.09085E-04,1.02713E-04,9.83716E-05,9.12395E-05,8.55283E-05,7.96589E-05,7.55742E-05,6.96795E-05,6.41519E-05,5.72961E-05,5.14454E-05,4.57087E-05,3.95008E-05,3.35691E-05,2.78904E-05,2.12227E-05,1.56546E-05
485 nm,1.25338E-04,1.19524E-04,1.13421E-04,1.08368E-04,1.03042E-04,9.67097E-05,9.18487E-05,8.62460E-05,8.02799E-05,7.45194E-05,7.05976E-05,6.55719E-05,5.97013E-05,5.36466E-05,4.85637E-05,4.35871E-05,3.67874E-05,3.16463E-05,2.64330E-05,2.00631E-05,1.51843E-05
486 nm,1.21470E-04,1.15844E-04,1.09768E-04,1.05019E-04,9.88371E-05,9.42398E-05,8.85946E-05,8.16496E-05,7.69846E-05,7.19940E-05,6.79810E-05,6.34335E-05,5.80456E-05,5.17457E-05,4.64999E-05,4.12614E-05,3.56847E-05,3.06916E-05,2.52631E-05,1.93780E-05,1.45141E-05
487 nm,1.19809E-04,1.13205E-04,1.07781E-04,1.03402E-04,9.94529E-05,9.17147E-05,8.73357E-05,8.13555E-05,7.69554E-05,7.10784E-05,6.78815E-05,6.21985E-05,5.77306E-05,5.13390E-05,4.62490E-05,4.10940E-05,3.52221E-05,3.10577E-05,2.53551E-05,1.92158E-05,1.40298E-05
488 nm,1.21827E-04,1.17102E-04,1.09991E-04,1.05583E-04,9.98964E-05,9.45340E-05,8.83230E-05,8.33592E-05,7.69541E-05,7.22990E-05,6.83604E-05,6.31192E-05,5.74931E-05,5.22296E-05,4.69079E-05,4.20873E-05,3.59380E-05,3.04948E-05,2.54250E-05,1.94694E-05,1.46391E-05
489 nm,1.26308E-04,1.20318E-04,1.14260E-04,1.09048E-04,1.03363E-04,9.78169E-05,9.16755E-05,8.64364E-05,8.11198E-05,7.45558E-05,7.11491E-05,6.59978E-05,6.05894E-05,5.36940E-05,4.90819E-05,4.33445E-05,3.67925E-05,3.20745E-05,2.62727E-05,2.00903E-05,1.49754E-05
490 nm,1.32456E-04,1.27607E-04,1.19684E-04,1.15287E-04,1.09410E-04,1.02020E-04,9.65656E-05,9.00861E-05,8.43552E-05,7.92036E-05,7.42504E-05,6.90653E-05,6.33883E-05,5.65172E-05,5.12609E-05,4.58629E-05,3.89651E-05,3.36410E-05,2.77898E-05,2.14805E-05,1.56631E-05
491 nm,1.40790E-04,1.35165E-04,1.28408E-04,1.21586E-04,1.15094E-04,1.08213E-04,1.02451E-04,9.74070E-05,9.02553E-05,8.30711E-05,7.87201E-05,7.38796E-05,6.73222E-05,6.02652E-05,5.46276E-05,4.80981E-05,4.09910E-05,3.55927E-05,2.92651E-05,2.22299E-05,1.67941E-05
492 nm,1.49724E-04,1.43189E-04,1.35799E-04,1.29191E-04,1.24374E-04,1.15178E-04,1.08684E-04,1.01701E-04,9.49565E-05,8.90084E-05,8.40321E-05,7.75214E-05,7.09831E-05,6.30492E-05,5.70657E-05,5.13236E-05,4.39476E-05,3.75524E-05,3.06374E-05,2.39695E-05,1.71992E-05
493 nm,1.61282E-04,1.54586E-04,1.44905E-04,1.37280E-04,1.30220E-04,1.23665E-04,1.16053E-04,1.09687E-04,1.01980E-04,9.53319E-05,9.03068E-05,8.29917E-05,7.61999E-05,6.83594E-05,6.10786E-05,5.42626E-05,4.71108E-05,3.98871E-05,3.31272E-05,2.53081E-05,1.86201E-05
494 nm,1.70304E-04,1.62800E-04,1.53781E-04,1.46355E-04,1.40593E-04,1.32088E-04,1.24304E-04,1.16693E-04,1.07345E-04,1.00512E-04,9.52141E-05,8.83209E-05,8.12876E-05,7.21546E-05,6.49321E-05,5.80647E-05,4.99829E-05,4.27246E-05,3.54126E-05,2.71695E-05,1.95716E-05
495 nm,1.79999E-04,1.73665E-04,1.62075E-04,1.55779E-04,1.48686E-04,1.38522E-04,1.32288E-04,1.24565E-04,1.14611E-04,1.07195E-04,1.01437E-04,9.37703E-05,8.57709E-05,7.76195E-05,6.94741E-05,6.13983E-05,5.26937E-05,4.55397E-05,3.73639E-05,2.85356E-05,2.08437E-05
496 nm,1.90358E-04,1.81807E-04,1.73981E-04,1.64935E-04,1.56792E-04,1.46939E-04,1.37819E-04,1.30699E-04,1.21288E-04,1.12778E-04,1.06757E-04,9.90523E-05,9.17270E-05,8.11333E-05,7.29772E-05,6.47653E-05,5.56776E-05,4.76607E-05,3.95999E-05,3.00552E-05,2.18304E-05
497 nm,2.00854E-04,1.91871E-04,1.81950E-04,1.72203E-04,1.64294E-04,1.54379E-04,1.46830E-04,1.38218E-04,1.27703E-04,1.19055E-04,1.12851E-04,1.04486E-04,9.56043E-05,8.60338E-05,7.75153E-05,6.80832E-05,5.91415E-05,5.03122E-05,4.20912E-05,3.19032E-05,2.30699E-05
498 nm,2.10348E-04,2.01164E-04,1.91136E-04,1.81238E-04,1.73199E-04,1.61948E-04,1.53541E-04,1.44128E-04,1.33343E-04,1.24213E-04,1.18411E-04,1.09600E-04,1.01066E-04,9.00011E-05,8.07759E-05,7.18863E-05,6.21441E-05,5.27476E-05,4.39991E-05,3.34311E-05,2.46184E-05
499 nm,2.19866E-04,2.09548E-04,1.99532E-04,1.90182E-04,1.81570E-04,1.69383E-04,1.60305E-04,1.50408E-04,1.38946E-04,1.30222E-04,1.23923E-04,1.14165E-04,1.04997E-04,9.37948E-05,8.42579E-05,7.53981E-05,6.44457E-05,5.52140E-05,4.56677E-05,3.49787E-05,2.57937E-05
500 nm,2.29727E-04,2.18543E-04,2.08133E-04,1.97122E-04,1.89579E-04,1.76002E-04,1.66523E-04,1.57451E-04,1.46629E-04,1.35960E-04,1.29215E-04,1.19785E-04,1.09350E-04,9.76665E-05,8.83994E-05,7.84725E-05,6.78351E-05,5.73440E-05,4.77181E-05,3.61440E-05,2.66181E-05
501 nm,2.37831E-04,2.28170E-04,2.15329E-04,2.05465E-04,1.95358E-04,1.83573E-04,1.73351E-04,1.63284E-04,1.52394E-04,1.41755E-04,1.33255E-04,1.24048E-04,1.13469E-04,1.01349E-04,9.08922E-05,8.13439E-05,6.90783E-05,5.93761E-05,4.95126E-05,3.75182E-05,2.79059E-05
502 nm,2.45777E-04,2.34582E-04,2.23400E-04,2.12695E-04,2.03791E-04,1.89042E-04,1.79934E-04,1.70255E-04,1.56715E-04,1.46272E-04,1.38895E-04,1.28175E-04,1.17441E-04,1.05284E-04,9.46963E-05,8.39548E-05,7.20200E-05,6.18636E-05,5.11485E-05,3.91149E-05,2.87115E-05
503 nm,2.53486E-04,2.43375E-04,2.29914E-04,2.19587E-04,2.07771E-04,1.96466E-04,1.84417E-04,1.74239E-04,1.62707E-04,1.50105E-04,1.43026E-04,1.32961E-04,1.21610E-04,1.08235E-04,9.75092E-05,8.64671E-05,7.42695E-05,6.37651E-05,5.28296E-05,4.03615E-05,2.96454E-05
504 nm,2.60260E-04,2.49057E-04,2.37305E-04,2.26654E-04,2.14421E-04,2.01732E-04,1.90579E-04,1.79609E-04,1.66230E-04,1.55438E-04,1.47354E-04,1.35754E-04,1.25050E-04,1.11452E-04,1.00896E-04,8.94897E-05,7.67289E-05,6.57222E-05,5.47164E-05,4.12733E-05,3.04463E-05
505 nm,2.68585E-04,2.57642E-04,2.44259E-04,2.32153E-04,2.20735E-04,2.07188E-04,1.96860E-04,1.84277E-04,1.71505E-04,1.59820E-04,1.49713E-04,1.39445E-04,1.28305E-04,1.14362E-04,1.03958E-04,9.18460E-05,7.93289E-05,6.74649E-05,5.58529E-05,4.30133E-05,3.12339E-05
506 nm,2.73521E-04,2.61264E-04,2.46617E-04,2.36655E-04,2.24701E-04,2.10612E-04,1.99390E-04,1.86752E-04,1.74230E-04,1.62238E-04,1.54909E-04,1.42623E-04,1.30536E-04,1.16836E-04,1.05195E-04,9.33847E-05,8.03226E-05,6.87091E-05,5.73423E-05,4.34319E-05,3.19215E-05
507 nm,2.80786E-04,2.68412E-04,2.54694E-04,2.42559E-04,2.29937E-04,2.17709E-04,2.04057E-04,1.93126E-04,1.78350E-04,1.66359E-04,1.56938E-04,1.45483E-04,1.34195E-04,1.20107E-04,1.07642E-04,9.57985E-05,8.25231E-05,7.04488E-05,5.85124E-05,4.41210E-05,3.24362E-05
508 nm,2.85706E-04,2.72997E-04,2.59566E-04,2.47106E-04,2.34712E-04,2.22179E-04,2.08386E-04,1.96330E-04,1.82491E-04,1.69513E-04,1.60729E-04,1.48828E-04,1.36834E-04,1.22894E-04,1.10534E-04,9.80802E-05,8.39220E-05,7.23247E-05,5.98250E-05,4.54565E-05,3.34267E-05
509 nm,2.90791E-04,2.78745E-04,2.63388E-04,2.51003E-04,2.38691E-04,2.25539E-04,2.11977E-04,1.98721E-04,1.86465E-04,1.72578E-04,1.63215E-04,1.51903E-04,1.39191E-04,1.23738E-04,1.11926E-04,9.96372E-05,8.55266E-05,7.29531E-05,6.05929E-05,4.59682E-05,3.39051E-05
510 nm,2.96007E-04,2.82530E-04,2.69487E-04,2.55211E-04,2.43297E-04,2.29719E-04,2.15704E-04,2.02519E-04,1.88248E-04,1.75476E-04,1.65326E-04,1.53857E-04,1.41039E-04,1.26309E-04,1.14131E-04,1.01154E-04,8.68665E-05,7.39555E-05,6.19024E-05,4.64981E-05,3.44090E-05
511 nm,2.98975E-04,2.85938E-04,2.71024E-04,2.58459E-04,2.46008E-04,2.30006E-04,2.18566E-04,2.05219E-04,1.89974E-04,1.77820E-04,1.67397E-04,1.55647E-04,1.43268E-04,1.27983E-04,1.15257E-04,1.02541E-04,8.78443E-05,7.50847E-05,6.25781E-05,4.76912E-05,3.50546E-05
512 nm,3.03058E-04,2.90369E-04,2.73949E-04,2.60924E-04,2.49627E-04,2.32954E-04,2.20816E-04,2.08224E-04,1.93412E-04,1.80336E-04,1.69057E-04,1.56563E-04,1.44461E-04,1.29125E-04,1.16506E-04,1.03888E-04,8.93047E-05,7.62582E-05,6.28404E-05,4.83964E-05,3.53980E-05
513 nm,3.04972E-04,2.92467E-04,2.77263E-04,2.65189E-04,2.51180E-04,2.35600E-04,2.22487E-04,2.10385E-04,1.94646E-04,1.81266E-04,1.71459E-04,1.58503E-04,1.46291E-04,1.30997E-04,1.17641E-04,1.04591E-04,9.00501E-05,7.68167E-05,6.36392E-05,4.88066E-05,3.56782E-05
514 nm,3.08608E-04,2.94534E-04,2.79440E-04,2.65158E-04,2.54189E-04,2.37948E-04,2.25663E-04,2.11621E-04,1.96285E-04,1.83334E-04,1.72992E-04,1.60152E-04,1.47597E-04,1.31275E-04,1.19022E-04,1.05827E-04,9.06574E-05,7.73885E-05,6.46006E-05,4.94496E-05,3.60017E-05
515 nm,3.11692E-04,2.96404E-04,2.80588E-04,2.67988E-04,2.55890E-04,2.39082E-04,2.27046E-04,2.13338E-04,1.98679E-04,1.84453E-04,1.74339E-04,1.61878E-04,1.47313E-04,1.33290E-04,1.18764E-04,1.06280E-04,9.14507E-05,7.84223E-05,6.50504E-05,4.92477E-05,3.59218E-05
